text,date,lang,link,likes_count,comments_count,word_count
"I live in Comerío P. R. , in 6 months, no have water or energy.",3/17/2018,en,No,0,0,15
Thank you David bagnaud for keeping Puerto Rico in the news  thank you God bless you.,3/17/2018,en,No,0,0,16
Please go to humacao still no lights water sometimes,3/17/2018,en,No,0,0,9
"Vieques, Vieques, Vieques!",3/17/2018,es,No,0,0,3
Yabucoa,3/17/2018,zu,No,0,1,1
Love your work love and dedication for my tierrita love you my friend my God bless you,3/17/2018,en,No,0,0,17
"Well, that's fair, to see where people need a lot of help and to go where everything is ""normal"". The place I would recommend as ""normal"" is Plaza Las Americas. The place is always full as is nothing ever happened. But definively there still a lot of suffering in the east and the center of the island.",3/17/2018,en,No,0,0,57
My mom still has no power��,3/17/2018,en,No,0,0,6
"Yabucoa is very bad'no light,",3/17/2018,en,No,0,0,5
Thank you for heading back to Puerto Rico. You always keep us informed with the correct information.,3/17/2018,en,No,0,0,17
Plss go to the forgot town orocovis .the hearth of PUERTO RICO. Plss my fam love there,3/17/2018,en,No,0,0,17
Hi David my aunts in Aguas Buenas in Caguas have been wo the basics of water and electricity n still living in the land that fema is going to come out n help n they haven’t. They don’t want to come to the states because they live in hope all soon they will have electricity n water,3/17/2018,en,No,0,0,57
"My parents live in Naranjito, Puerto Rico, and they still have no electricity or water, meanwhile the neighbor that has a contact at the AEE has electricity...",3/17/2018,en,No,0,0,27
Thank u so much for all that u do god bless u,3/17/2018,en,No,0,0,12
"Go to Humacao Punta Santiago best known as la playa. They don't have power and no help from anyone,  the town is re building on their own",3/17/2018,en,No,0,0,27
Lourdes Ortiz,3/17/2018,el,No,0,0,2
Hi god bless you for what you’re doing for my island I would like to see if you can check trujillo alto is where my aunt and my cousin leave thank you for your help I will pray for you and your crew,3/17/2018,en,No,0,0,43
"Yes investigate where did the donations of all the singers,actors and people who send them to the Island go.  This is insane. Many donations were given many millions were send who has them?what did they do with it?",3/17/2018,en,No,0,0,38
Magaly Vasquez Natalie Ramos Iris Quinones Junior Diaz Sosa Gabi Gabriel we May get more ideas of what areas we can target,3/17/2018,en,No,0,0,22
Vieques needs you and your coverage. Please help them. They are struggling.,3/17/2018,en,No,0,0,12
"Thank You David Begnaud! Please let us know where we can help. I plan on going back in August but if you find an organization, church. Or town that we can help from the states please share!! You are being loved and appreciated by Many Puerto Rican’s for your compassion and support",3/17/2018,en,No,0,0,52
Please interview my parents in Santa Olaya they haven’t had power since Hurricane Irma BEFORE Maria. Jan Galligan,3/17/2018,en,No,0,0,18
Thank you David Begnaud for everything.,3/17/2018,en,No,0,0,6
I could say all over the center of the Island.,3/17/2018,en,No,0,0,10
"Thanks for going back to the Island!! Try to visit the towns in the mountains like Maricao, Utuado, Adjuntas there is where you are going to find out the answers of a lot of question we all have. Good luck and Thanks again!!",3/17/2018,en,No,0,0,43
All I can say is thank you and thank CBS Corp. for giving you the assignment and the necessary resources to return to Puerto Rico.  Be well and let us know what you see.,3/17/2018,en,No,0,0,34
Glad you are doing this!! Something is definitely wrong there!!!,3/17/2018,en,No,0,0,10
"David go to the other side of the island.. to Guanica, Juaco .. where’s the $$$ for Gosh sakes.. 
be safe...",3/17/2018,en,No,0,0,21
Go to the town of Toa Alta...I have a very good friend of mine there and she still has no power! Although today she finally saw some electric trucks,3/17/2018,en,No,0,0,29
"Also, pls don't forget Vieques & Culebra",3/17/2018,en,No,0,0,7
"San Lorenzo barrio Quebrada Honda, my mom lives there and still no power and they stole her transformer, unbelievable",3/17/2018,en,No,0,0,19
Vieques,3/17/2018,en,No,0,0,1
Shacks they just had 20ft waves destroy the beach. Worst in three+ decades.,3/17/2018,en,No,0,0,13
Keima Gonzalez,3/17/2018,es,No,0,1,2
"One little town recovery in record time-Hormiguero it’s mayor Pedro Garcia and the faith on all his people! should be a great part of the positive side of the story, Also how the little town  municipal government continues helping the neighbors towns: Cabo Rojo, Poblado Rosario, San German and collaborating with AEE and Central Government!!��������❤️",3/17/2018,en,No,0,0,55
"There's no story worth telling without Yabucoa, the impact zone, though i know all over PR there's a story worth telling after the hurricanes Irma n Mari'a. I have a friend that was getting very anxious n depressed ,he works and all, but even him was feeling the melancholy effects of the repetitive loneliness at night, the mosquito bites etc , he was at times feeling so sick of it all and lately he turn to do voluntary comunity work and also joinned a group that acts on drama n poetry(don't know exactly) and he has posted some on fb, he doesn't act and still have been distracted a lot in a very positive way. I can see n noticed how much better off he is after been involved in such activity. I will b bk and write the name of the group, it sounds positive after all they still going through....though i imagine the way things are, this is a small group that participate. But anything that keeps your spirit and self rightiousness uplifted counts .",3/17/2018,en,No,0,0,177
Humacao is a MUST,3/17/2018,en,No,0,0,4
"Please visit the Towns of Barranquitas (Barrios Palo Hincado, Tiza)and *****Orocovis 
(Barrio Sabana)",3/17/2018,ro,No,0,1,13
Te quiero muchooo my friend gracias por lo q haces por mi Tierra y Los mios Dios te bendiga a ti y a tu crew .se q Dios a de bendecirte,3/17/2018,es,No,0,0,31
Go to Bo. Mango in Juncos where there is still no electricity,3/17/2018,en,No,0,0,12
David go to those  route 15 towns that got hit by th huracan.theyre the worst.they need more electic power workers..pleeeass help them.,3/17/2018,en,No,0,0,22
"1-Utuado,puente blanco,2-arenas arriba Carretea 523 3-Jayuya",3/17/2018,es,No,0,0,6
"Thank you, thank you, thank you",3/17/2018,en,No,0,0,6
"David I just got back from Rincón Puerto Rico where much of the town is normalized I did see many trucks from Foreman working on the electricity religiously they were up the mountain in Atalaya Rincón at 8:30 and came back down at 5:30 the 7 days!!! on our last  day my husband and I went around giving  the Gatorade and ice for their coolers, the  beaches are very damaged and in some cases like in the Hotel Villa Cofresi it has disappeared, however many are thankful that they are better off than other parts of the island water is being rationalized, they are getting bills for water and light that don’t reflect the services provided, however I would like for you to go to Humacao, yauco,Orocovis and some othe the smaller towns in the area that Hurricane Maria made the entrance through it’s my understanding that these towns are still lacking electricity and water, Thank You for keeping Puerto Rico in your thoughts thanks to your network that allows you to keep doing this for the Citizens of Puerto Rico, GodBless you my friend",3/17/2018,en,No,0,0,185
Positive ++++++++ .Come and see San Sebastian PR. Talk to our Mayor. See the great things that the local residents and workers have done.,3/17/2018,en,No,0,0,24
Hi David I hope you are there when I go back to the island.  I have input in what’s happening in my town lares.   Will like to know until when you are going to be there.,3/17/2018,en,No,0,0,36
"Vieques please!  And I completely understand the difficulty in getting over there with such a tight time frame but they are not getting the resources and support like the main island is, and that’s saying something considering the main island is also not receiving the support that they should be.",3/17/2018,en,No,0,1,50
Go to Yabucoa and Utuado.,3/17/2018,en,No,0,0,5
"try landing on the other side of the island, aguadilla (if that airport is open). It would leave you closer to those mountain towns that are still isolated and in bad shape. With only 35 hours, it takes a day normally, to land in san jaun and drive to that side and probably even longer if roads are still in bad shape. Safe travels and thank you for the continued coverage.",3/17/2018,en,No,0,0,71
"Start here where tht wall and eye entered first; Humacao, Yabucoa, Maunabo, Patilla and Arroyo.",3/17/2018,en,No,0,0,15
Yes please come,3/17/2018,en,No,0,0,3
"Yabucoa is a MUST, in some areas is scheduled to be energized sometime in July or even more",3/17/2018,en,No,0,0,18
I also suggest Orocovis- my family there is still without power and some times water.  Access to the area is still difficult.,3/17/2018,en,No,0,0,22
TOWN OF COROZAL!!! ��,3/17/2018,en,No,0,0,4
"Go to Yabucoa, where the storm hit first. No much progress in that city.",3/17/2018,en,No,0,0,14
Go to cayey some part of the town need light,3/17/2018,en,No,0,0,10
"The cemetery of Lares Puerto Rico 
is not what they said was true
There was lots of damage",3/17/2018,en,No,0,0,17
Please got to Sector Los Colones Camino Nuevo in Camino Nuevo in Yabucoa,3/17/2018,es,No,0,0,13
"Go to interior,the little towns,to this day many  still are in need!",3/17/2018,en,No,0,0,12
Check on Arecibo & surrounding area it is a poor area and still have no power!,3/17/2018,en,No,0,0,16
Omg,3/17/2018,en,No,0,0,1
"On island or off the island, you gotta love this guy. He has been a big help for us that live on the mainland about our families on our beloved island of Puerto Rico. Thank you David Begnaud.",3/17/2018,en,No,0,0,38
"I know there are more places, but the first three that come to mind are Humacao, Yabucoa, and Comerio. Most of the inland mountainous area was hit really hard and are still in a lot of need too.",3/17/2018,en,No,0,0,38
Please go to Aibonito (Sector Cuyón) & Baranquitas they still don’t have electricity.,3/17/2018,en,No,0,0,13
Thank you,3/17/2018,en,No,0,0,2
"The interior mountainside of the island still doesn’t have the basic necessities. No power or water. Kids walking to school in treacherous areas because trees are blocking the streets or the roads have disintegrated. Elderly dying in solitude, lacking food and water.",3/17/2018,en,No,0,0,42
You must go to Yabucoa after six month we steel with out power. And thanks you.,3/17/2018,en,No,0,0,16
https://www.facebook.com/santanabeatriz/posts/10215811771705412,3/17/2018,und,Yes,0,0,1
Hi! Welcome to PR. Thanks for your interest in our island. Visit the west and the families of rural áreas. After 6 months you can found places and families in bad conditions.,3/17/2018,en,No,0,0,32
"A lot of coverage from the cities along the coast, how about from the mountain areas (i.e. my home town of Lares).  I think it would be a good representation of life in an area that the government of Puerto Rico ignores and the success that the people have made on their own.  As is with the Puerto Rican people, it's not about government is about family and how we support each other.",3/17/2018,en,No,0,0,73
"The Barrios along route 31 from Juncos to Naguabo do not have power. Those includes Lijas, Mango, Pueblito Del Río, Quebrada Grande, Pasto Seco, BOqueron, hHiguerrillo, Pena Pobre y Rio Blanco.",3/17/2018,es,No,0,0,31
The rual areas and vieques are still without power. The one hospital in vieques was closed at one point. Have a safe trip. God bless.,3/17/2018,en,No,0,0,25
"Utuado, yabucoa.",3/17/2018,pt,No,0,0,2
Humacao...Yabucoa....Maunabo....Naguabo,3/17/2018,es,No,0,0,1
Can't believe it's already been 6 mos,3/17/2018,en,No,0,0,7
@David Begnaud Please do go back. My s-i-l just got electricity this morning in Villa Palmira in Punta Santiago.,3/17/2018,en,No,0,0,19
"Where my mother live in Vega Baja  they may getting the power this month . In the east side of the Island Humacao Mariana still does not have power either . In many places still no power , and it is expensive to use generator with gas . .",3/17/2018,en,No,0,0,49
David you most need to go to Bo.cocos in Quebradillas after 1/2 year with out electricity after huracán Maria.,3/17/2018,en,No,0,0,19
HUMACAO the BARRIO MARIANA! THEY STILL HAVE NO POWER AND NO WATER! TO THIS DAY������ THANK YOU FOR ALL YOU DO FOR #PUERTORICO ����������,3/17/2018,en,No,0,0,24
Bring flashlights and candles many still in the dark,3/17/2018,en,No,0,0,9
Borinquén atravesada ( caguas ),3/17/2018,es,No,0,0,5
"Needless to say, the pedestrian bridge connecting the community of Los Olvidados in Utuado. That needs to be in an update.",3/17/2018,en,No,0,0,21
Thank you so much!,3/17/2018,en,No,0,0,4
Please barrio quebrada cruz in Toa Alta,3/17/2018,en,No,0,0,7
Let the incompetent government know how  they continue to be the destructing force of the island.,3/17/2018,en,No,0,0,16
Where did all the money for unidos for Puerto Rico go? And the money from solo una Voz  go?,3/17/2018,en,No,0,0,19
Sylvia Alvarez,3/17/2018,en,No,0,0,2
"Go to Barranquitas, my mom has been denied FEMA and still homeless. While her house is still in ruins.",3/17/2018,en,No,0,0,19
Doris Palmer Doris Cecilia Palmer,3/17/2018,und,No,0,1,5
They need to go up to the country side people who live in elevated places are in deplorable conditions they need to help Puerto Rico soon,3/17/2018,en,No,0,0,26
When are you going? I'll be there in a few days. Come with me to Adjuntas in the middle of the mountains! ��,3/17/2018,en,No,0,0,23
Go to the counrty side small towns. Like San Lorenzo for example.Sector Vicente Pedraza. There is still places with no electricity.,3/17/2018,en,No,0,0,21
May God continue to bless you. I would like for you to visit some schools in the interior of the island and see what's happening with teachers and students.,3/17/2018,en,No,0,0,29
Barranquitas needs help.,3/17/2018,en,No,0,0,3
May God bless you and thank you for your work!,3/17/2018,en,No,0,0,10
I know you will do a great job! Go for it!,3/17/2018,en,No,0,0,11
Please ask the piece of �� government that PR has: Where is the millions of dollars everybody sent?,3/17/2018,en,No,0,0,18
David! Can’t thank you enough for all you’re doing for my Island �� God bless you!!! You are family now!!!,3/17/2018,en,No,0,0,20
"Comerio is still no better today, than it was 6 months ago. The people have generators, but not enough income to keep them going in order to keep the refrigerators going. Electricity is needed the bare essentials, hot water to shower. Rio Hondo is doing very bad.",3/17/2018,en,No,0,0,47
"Hurry, David!!!  PLEASE go to Yabucoa and help them; Many ARE STILL W/O power!!!!",3/17/2018,en,No,0,0,14
where are they better? where rich people are..where are they still bad? in the mountains. Go to the middle of the island! They need help.,3/17/2018,en,No,0,0,25
welcome back! big story  ! The Insurance comoanies are terrible! 6 months after Maria still companies are not compling with customers either underpayment or denying claims! They are being fined by the gov't but still the response have been a nightmare!,3/17/2018,en,No,0,0,41
"Electric power service is about 92% restored in the island. San Juan looks not bad, mainly ok. I suggest you to visit all the municipalities that were just in  the path of the eye of Hurricane María, starting from Yabucoa and ending in Camuy. You will find that, although many of us got back the electric power service, the electric grid system remains as fragile as before María stroke us. I am very concern about our next hurricane season, which begins on next first of june. Even a small tropical storm would have the adverse effect of destroying the hard work that has been done so far. We shall not be ready for another hurricane hit. First hurricane warning and many of us will flight outside to the states without hesitation. I am PTSD with the hurricanes. It has been a very sad experience for all of us the people of Puerto Rico.",3/17/2018,en,No,0,0,153
God bless you.comerio.naranjito,3/17/2018,it,No,0,0,3
"The mountains Utuado, Naranjito. 
And thanks for staying faithful to your commitment to truthfulness. God bless you and keep you and your team safe.",3/17/2018,en,No,0,0,24
Go to where there is still no power. So these people can get some help.,3/17/2018,en,No,0,0,15
Tell us the news David Begnaud...keep up the good work...,3/17/2018,en,No,0,0,10
"Please visit La Sierra del Duque, Naguabo, PR.",3/17/2018,es,No,0,0,8
Go to Lares (Lares) is doing well; but Lares (Pezuela) not so much.,3/17/2018,en,No,0,0,13
So happy you’re following up...Thank you so much for your kindness! ☺️,3/17/2018,en,No,0,0,12
"Where are the millions, collected....that money is paying the corruption of the actual government and the so called Board appointed by USA in order to pay a debt that has not been audited and no one really understands.  There should be real independent investigation as to why Puerto Rico owes this amount and where the money collected to help the people after Maria is.  This is a scandal that is being ignored by the USA because since Puerto Rico is a colony nobody gives a hoot.",3/17/2018,en,No,0,0,86
"Corozal!! My entire family (mostly elderly in their 70’s, 80’s) still without power. They lost the power during Irma & just had it one day before Maria hit. We’ve been sending solar phone chargers and batteries but without electricity to heat the water for showers & such their arthritis is getting worse.",3/17/2018,en,No,0,0,52
"You may want to go to Morovis and Orocovis, utuado Anasco",3/17/2018,en,No,0,0,11
"Corozal, PR!!!!!!!",3/17/2018,es,No,0,0,2
I live in Cayey and we are like 20 families without energy. bo Buena Vista Sect La Cuatro (La Herradura) & Sect Rodriguez Rivera.  Please help,3/17/2018,es,No,0,0,26
"Show where its still a mess
 Did you read article in Miami Herald on how people dont really have the plans for homes becs they are on unsafe land.",3/17/2018,en,No,0,0,29
Yavucoa.  Morovis.   Viequeses,3/17/2018,hr,No,0,0,3
"Pezuela, No lights or water in parts. Roads still landslides",3/17/2018,en,No,0,0,10
"Please shed light !   You are our beacon, keep going! David Begnaud",3/17/2018,en,No,0,0,12
"Iam so glad you are going back. Thank you for your dedication and being who you are. You haven't given up on reporting about what is going on in the Island. Keeping up, aware of the improvements and what still needs to be addressed. Thank you.",3/17/2018,en,No,0,0,46
https://www.facebook.com/santanabeatriz/posts/10215811771705412,3/17/2018,und,Yes,0,0,1
Go to humacao yabucoa morovis las Marias people feel the huracan maria  is there,3/17/2018,en,No,0,0,14
"I would like to know how the hospitals and clinics are operating.
Did vast numbers of medical professionals leave the Island?
Are they understaffed?
I have a pregnant friend who went for a basic ultrasound today and was there for 7 and a half hours",3/17/2018,en,No,0,0,42
"Please David Begnaud visit Naguabo, Las Piedras, Humacao and Yabucoa!!!",3/17/2018,es,No,0,0,10
"My Sisters Juana Serrano and Ada Serrano are in San Lorenzo, whose Mayor Is doing a fantastic job despite the odds being against him.  A tree fell on our house and, obviously, there was a lot of roof damage.  FEMA says it's only worth $75!  That is the amount  on the check they sent her.  Wherever you go please make sure you bring up the fact that with so much suffering, FEMA and the federal government are oblivious to the needs of the people and not  being fair with how they are handling this whole disaster.   Having said that, You have been doing an amazing job, and I declare You Honorary Boricua.  Love You!",3/17/2018,en,No,0,0,114
Awesome,3/17/2018,en,No,0,0,1
"We still don't feel connected to what is really happening over there. Our families are just dealing but we know its not ok. What's truly going on with hospitals, electricity, crime, exodus, increased suicides... Please share what is being done to help them.",3/17/2018,en,No,0,0,43
"You should go to Yabucoa, there is lots of people without power still... God bless you",3/17/2018,en,No,0,0,16
Lares pleas Dav. And ezabella,3/17/2018,en,No,0,0,5
"Go to Punta Santiago, Humacao",3/17/2018,es,No,0,0,5
"Bo. Pueblito Del Rio, Bo. Pasto Seco of Las Piedras town. Carr. 31 from Juncos to Naguabo, Bo. Rio Blanco from Naguabo town.  Carr 9936 from Pueblito Del Rio to Las Piedras 6mo without power, water goes on and off all the time.  Most of the help was for the West towns, but the town's that received the higher impact are always forgotten and left behind.",3/17/2018,en,No,0,0,66
"I heard the governor saying that there were people getting paid n not working for the lack of materials....materials that needed to be orderred n delivered but were not orderred or delayed big time when orderred....the United States Corp of Engineer was payed a lot money by the federal government to do the job, and the governor addressed the issue but had little success and then some things arrived but others didn't and there has been little progress and of course money had run out and now another injection is needed but its been said that PR will have to pay 4 it as a loan, nothing from Fema and the way everything is done in the Island, lots of sharks approached to take advantage especially after noticing the chaos and misstrust therein...they keep calling the governor thief and still do, without proof, been judged by prior adminisstrations , many with their own political agenda and now as changes has been taking place in some areas, the protests are starting to take place. PR is still affected, to me ,we are 30% ok. Im not defending no one at this point, but i follow the news as much as i can and this is some of PR after Maria the way i see it",3/17/2018,en,No,0,0,214
David go to Cayey barrio LA PIEDRA we dont have electricity since IRMA and the mayor had been on t.v quite a few times i get the impression that because he is from the popular party he has been ignore we have many community's and we feel abandoned and without hope i would appreciate that there are lots of humble people that need your voice thank you,3/17/2018,en,No,0,0,67
And y waters are riseing plus y are bridges falling does it have to do with the drilling they doin in the middle of earths core,3/17/2018,en,No,0,0,26
Thank you David. I look forward to any and all of the reporting you do in regards to current conditions on the island.,3/17/2018,en,No,0,0,23
"Try to get to the center of the island, Morovis, Corozal, Barranquitas. Those are some of the Towns still no power, road infrastructure is deplorable and nothing has been done. Residents have not seen any change an they are months from the next hurricane season from start.",3/17/2018,en,No,0,0,47
Forgot to say..thank you David again for your interest in PR after Maria effect in the Island,3/17/2018,en,No,0,0,17
You are such a good kind man.  Please Continue your fight for the downtrodden.,3/17/2018,en,No,0,0,14
Barrio la piedra 7722road km4.2 cayey,3/17/2018,es,No,0,0,6
In Guaragua Arriba in Bayamon they still don’t have water and electric is really bad they have a lot people sick and they need help,3/17/2018,en,No,0,0,25
My family in  Barrio Guaraguao Arriba Bayamon still have no power,3/17/2018,ro,No,0,0,11
"Love that you are going there and keeping us informed, hopefully things look better from the last time you were there. I hear a lot about PR is ready for business and I'm sure they are, that's one way of helping the economy...but reading other people comments in the hard to reach areas I know that they are struggling. So hopefully you can continue to put the spot light on the areas that still need assistance #prselevanta",3/17/2018,en,No,0,0,77
"The mountains David, Comerio still without water, you can see Military equipments processing water",3/17/2018,en,No,0,0,14
"Please go to Barrio Aguacate in Yabucoa, PR. David, they have Nothing!",3/17/2018,en,No,0,0,12
"****some review all the contracts government are doing and PR without power and insurance of houses like Mapfre Insurance didnt not respond to damages of huracane insurance.
They doing very difficult to us Puertoricans. Very hard. And government giving millions to americans for jobs and Pricans need jobs! Not less and less every day.
And 7 per hour salario minimo we couldnt live!!!",3/17/2018,en,No,0,0,61
Unmask the Goverment check the latest contracts they have given,3/17/2018,en,No,0,0,10
Nydia Ruberoo,3/17/2018,en,No,0,0,2
"The Government can put Sunday in the middle of the week if they wanted to! Every single cent received or allocated in ANY disaster situation should be accounted for. Erase all questions and assumptions simply by being 100% transparent. I have seen this OVER & OVER again in all disaster relief fund situations, be it in the USA or any other country. So many hardworking, kind and compassionate people give their money to assist In these horrific incidents and it always comes down to questions about ‘The Money’. The same occurs when people donate to charities. I have collected A LOT of money for disaster relief throughout the years and I am accountable for every cent. I document everything and I am able to show , to the penny, exactly where their money went. If it is used properly but isn’t enough to accomplish all that needs to be done, then that’s an answer. It’s the mass confusion of having no clue which causes anger and helplessness. Thousands of questions and thousands of different answers does not make one feel secure. It’s 2018 and a damn shame that this is still not organized when it comes to ACCOUNTABILITY. All governments are to blame because I can assure you of this, when it comes to saving their own asses, their ducks are in a row.",3/17/2018,en,No,0,0,224
"Mayra Rodriguez
William Nogueras
Amy Tarshis",3/17/2018,ro,No,0,0,4
Mismo situación con mi familia ��,3/17/2018,es,No,0,0,6
"I think so many people have reacted and mentioned different places for you to visit. That in itself tells you that the Island is far far behind what the government is reporting in terms of electric power. For example, the power authority mentioned today that about 8% of the population is without electricity. WE ARE ONE OF THAT EIGHT PERCENT. We live on the mountains of Cayey in a beautiful place known as Barrio Cercadillo near Km 5.7. It is very disheartening to see that near our house, the electric poles are still the way María left them six months ago. Water comes and goes. The nights are like in the horror movies, pitch dark with different sounds. FEMA has spent millions but I don’t know where. Besides, if you lost your roof and FEMA wants to visit you after two months to provide you with a tarp; do you think a family can withstand two months without a roof or part of their roof? Construction materials are still scarce. 
I can go on and on for our personal experiences with FEMA, our insurance company and now finally with a SBA loan. If you visit  our town and our Barrio, please ask at Km 5.7 (interior road) and look for yourself what I am trying to explain. Never thought that I will have such an experience in my lifetime!",3/17/2018,en,No,0,0,229
"I just returned and after 6 months from Maria it still palpable and obvious the damage and the need...No water, no electricity and the people trying and working hard��",3/17/2018,en,No,0,0,29
Utuado.,3/17/2018,pt,No,0,0,1
U still care god bless u,3/17/2018,en,No,0,0,6
Patillas and Orocovis,3/17/2018,es,No,0,0,3
I hope you read every comment and pass it on to the powers that be.  God Bless!!,3/17/2018,en,No,0,0,17
You just need to show the VAST difference between San Juan and a number of the Municipalities that we’re left to rot!,3/17/2018,en,No,0,0,22
"Definitely go to Caguas PR, barrio Cañaboncito my daughter live ther and they don't have light for 5 months and nobody goes to there is simply sad because nobody care �� and is very very hard in there please go to Caguas ���� and Thank you so much for everything ���� God bless you",3/17/2018,en,No,0,0,54
Thank you David for all that you do. ����,3/17/2018,en,No,0,0,9
Go deep into the political system and find out where did all the millions collected disappear to. It's time that the politicians on the island are put on the spot and HELD TOTALLY RESPONSIBLE for their corruptions !,3/17/2018,en,No,0,0,38
"Las Piedras, Humacao and Yanuvia!  UNACCEPTABLE 

Inhumane",3/17/2018,es,No,0,0,7
"Vayan a Sector 4 Calles, Naranjito. Casi nadie tiene luz y vive mucha gente.",3/17/2018,es,No,0,0,14
"Adriana M Aymat Casanova, Pedro, Julio, Jorge",3/17/2018,ca,No,0,0,7
"You are amazing and God bless all the effort you have made. Using your platform and giving us a voice. Las Piedras, Quebrada Grande as my father says, has not been visited at all by anyone (i.e. National Guards, Red Cross, Army FEMA). This is my cry for assistance, a voice for my father, who's english is something he continues to work on. I know you will be flooded with requests and recommendations as to where to go. I pray that others ask for Quebrada Grande, too. If not, I am the lone voice, from Massachusetts still being my dad's translator. Regardless, I am truly grateful for all the effort and attention you have paid to my little, isla del encanto. As we say, que Dios te bendiga. 
May the road rise up to meet you, and the wind be always on your back.... And until we meet [my friend), may God hold you in the palm of his hand.",3/17/2018,en,No,0,0,160
"Notice how many traffic lights have been restored, or repaired, throughout PR... only a small amount of them.",3/17/2018,en,No,0,0,18
Villalba,3/17/2018,es,No,0,0,1
"You must come to Yabucoa the place where María enter ,we still have only 35% electricity .",3/17/2018,en,No,0,0,17
Can you go to La Grama in town of Ciales? Six months without power and haven’t see anyone from Power Energy ��,3/17/2018,en,No,0,0,22
David could you belive the Goverment made a agrement with Amazon to charge us TAXEs starting from 4-1-2018 ..People try to get on their feet.����,3/17/2018,en,No,0,0,25
Dig deep David find out why they are giving multi Million dollar contracts for ethics committee and nonsense things while people are still without basic needs and roads in some places are non existent... #prgovernmentlies #prgovenmentstillsfromthepeople,3/17/2018,en,No,0,0,36
You must go to Aguas Buenas reports from the Christian community stating that the line workers were collecting cash from business owners in exchange for getting electricity on. A funeral home owner and a jeweler were extorted out 9f $7000.  In Yabucoa where the hurricane made downfall still no power. People are becoming ill with physical and mental illness.,3/17/2018,en,No,0,0,59
"Rincon barrio Puntas no water, or electricity",3/17/2018,es,No,0,0,7
Corozal.,3/17/2018,es,No,0,0,1
"David Begnaud Dios te bendiha, have a safe trip] and TY��.",3/17/2018,ro,No,0,0,11
David come to the east side of the island Humacao Yabucoa LasPiedras etc!!! Still no electricity living day by day!!! It is not easy... please leave the San Juan  area...,3/17/2018,en,No,0,1,30
"My hometown Yabucoa, is a MUST!",3/17/2018,en,No,0,0,6
"Check out areas in Caguas still without power, also traffic lights still down.",3/17/2018,en,No,0,0,13
Isabela & Aguadilla have done very well in their recovery. Stores are full and beaches are open.,3/17/2018,en,No,0,0,17
"Please find out why the government has not invested in other types of energy, like solar power. I know they want to get power on for now with what they have, but it's a band-aid fix at best. Find out what their plans are for new energy solutions.",3/17/2018,en,No,0,0,48
"David ,can you visit La Casa de los Incapacitated in Sabana  Ollo, Arecibo, they still need assistance. Also I am from Santa Isabel and have not heard much from that area. Thank you for going back to PR. Blessings.",3/17/2018,en,No,0,0,39
Visit Humacao they are still suffering ❤️ no power,3/17/2018,en,No,0,0,9
I am heading there and will be arriving on Wednesday morning,3/17/2018,en,No,0,0,11
"David My niece lives in Guayama,  she says that they still have to go out for cell signals. Have not seen alot of pictures of the area.  Like many I wonder where the donations and Money went? Is garbage still on the island? The people still suffereing on the south east of the island. Like you have seen we are a resilient people. Thank you for acknowledging our struggle and our strenth!",3/17/2018,en,No,0,0,72
Mark Rodriguez Senior in Morovis,3/17/2018,en,No,0,0,5
Humacao.   I can take you to several people who still don’t have water and electricity.  Plus introduce you to our pastor who has been doing hurricane relief in our area and they see the worse of the worse conditions.      You can go out with them.   People are getting very depressed.,3/17/2018,en,No,0,0,50
"Go to Humacao, Naranjito, Utuado... center part of the island....",3/17/2018,ro,No,0,0,10
Go to Manati and Santurce Puerto Rico...,3/17/2018,en,No,0,0,7
"My cousin said the following:
Go to the central mountains....from Jayuya to Humacao and u will c that not much has changed....",3/17/2018,en,No,0,0,21
Please check on communities in the mountains (I know a case in Beatriz-Caguas) where civilians had to pay thousands of dollars to privates electricians to get their services restored because the power companies working that area left before that work was completed and the local government hasn’t done anything to help them.,3/17/2018,en,No,0,0,52
Pls go to Morovis. Still places without elwctricity 6 month.tks.,3/17/2018,en,No,0,0,10
"The United States of America conferred American citizenship to Puerto Rican citizens during WWI so that the US army could draft Puerto Rican males into the army as cannon fodder.  They needed bodies to go to war and die for the US.  Curiously, at about the same time, the American Congress passed the Jones Act.  This Act made importation of goods to Puerto Rico the sole responsibility of American ships.  That meant tha imported goods could only reach Puerto Rico in American ships.  Goods from every other country in the world had to unload in Jacksonville, Florida and reload in American ships.  This caused a huge hike in the price of goods for the Puerto Rican citizens.  And this created jobs for  Americans in Jacksonville.  The Jones Act has been in place for a century now and has cost Puerto Rico billions of dollars.  Billions of dollars.  This money has been stolen from the Puerto Rican people by the government of the United States.

The US has been acting like an abusive southern White master to a subjugated slave country.  And the world--and the United Nations, mind you--have chosen to look the other way and allow this shameful, sadistic, imperial behavior.  And now that Puerto Rico is going through a humanitarian crisis, the United States has chosen not to help.  Hundreds of thousands of Puerto Ricans have left the island.  Thousands of physicians have left the island.  The youth has left the island.  Why should the US care?  Slaves are there to get whupped.

Puerto Rico has been promised much help and has received next to nothing.  Seven hundred thousand Americans living in Puerto Rico have been without power and without water for six months.  And the United States, under the current Republican administration, refuses to help.  

Tell me, if you lived here, if you were a Puerto Rican, an American living in Puerto Rico, what would you do?  I can't answer that question.  Most people here can't.  Most thinking people here have no answer.  They watch impotently as a an entire culture sinks further and further into misery each day, as it begins to disappear.",3/17/2018,en,No,0,0,354
